,SibSp,LogFare,LogAge,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6
464,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
288,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
628,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
121,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
12,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
576,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
828,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
441,0.0,0.37676756853227744,0.37676756853227744,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
190,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
511,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
427,0.0,0.5281013477114938,0.5281013477114938,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
410,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
352,0.125,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
609,0.0,0.8075657891202526,0.8075657891202526,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
402,0.125,0.38165194930393287,0.38165194930393287,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
697,0.0,0.34724755706710003,0.34724755706710003,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
454,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
738,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
334,0.125,0.7855702199804014,0.7855702199804014,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
226,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
675,0.0,0.34801082050793586,0.34801082050793586,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
683,0.625,0.6199594201430055,0.6199594201430055,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
577,0.125,0.6475482867996225,0.6475482867996225,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
60,0.0,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
173,0.0,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
760,0.0,0.43917261968469046,0.43917261968469046,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
805,0.0,0.34801082050793586,0.34801082050793586,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
73,0.125,0.4386984565615303,0.4386984565615303,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
260,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
693,0.0,0.33763919258513786,0.33763919258513786,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
859,0.0,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
475,0.0,0.6361712049470615,0.6361712049470615,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
178,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
52,0.125,0.6975306263001565,0.6975306263001565,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
524,0.0,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
641,0.0,0.6814337631908569,0.6814337631908569,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
786,0.0,0.34282971590727757,0.34282971590727757,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
573,0.0,0.3475536651219202,0.3475536651219202,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
7,0.375,0.495831873839879,0.495831873839879,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
550,0.0,0.7558914972956428,0.7558914972956428,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
549,0.125,0.5818031659922842,0.5818031659922842,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
184,0.0,0.5025832588136308,0.5025832588136308,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
310,0.0,0.710264100162358,0.710264100162358,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
645,0.125,0.6975306263001565,0.6975306263001565,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
850,0.5,0.556695873257052,0.556695873257052,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
180,1.0,0.682002570512027,0.682002570512027,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
380,0.0,0.8703280791561688,0.8703280791561688,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
715,0.0,0.34571188790034396,0.34571188790034396,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
317,0.0,0.4339186127880943,0.4339186127880943,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
269,0.0,0.7879131248438109,0.7879131248438109,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,0.125,0.6858916529635944,0.6858916529635944,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
825,0.0,0.33219025518505146,0.33219025518505146,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
867,0.0,0.6315578346731876,0.6315578346731876,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
745,0.125,0.6852624183133631,0.6852624183133631,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
246,0.0,0.34801082050793586,0.34801082050793586,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
162,0.0,0.34801082050793586,0.34801082050793586,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
613,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
752,0.0,0.37676756853227744,0.37676756853227744,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
91,0.0,0.3494505372759428,0.3494505372759428,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
303,0.0,0.415246066809403,0.415246066809403,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
747,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
711,0.0,0.5313325505056177,0.5313325505056177,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
455,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
17,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
565,0.25,0.5167281848535599,0.5167281848535599,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
155,0.0,0.6622795418565016,0.6622795418565016,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
811,0.0,0.5167281848535599,0.5167281848535599,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
103,0.0,0.3633108603971507,0.3633108603971507,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
152,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
812,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
371,0.125,0.32276390619844325,0.32276390619844325,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
431,0.125,0.45491364524217526,0.45491364524217526,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
245,0.25,0.7227878932056411,0.7227878932056411,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
569,0.0,0.3494505372759428,0.3494505372759428,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
816,0.0,0.3507266966124076,0.3507266966124076,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
376,0.0,0.3381254838661527,0.3381254838661527,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
705,0.0,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
484,0.125,0.7246769696172585,0.7246769696172585,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
761,0.0,0.3356791332316349,0.3356791332316349,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
557,0.0,0.8703280791561688,0.8703280791561688,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
123,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
640,0.0,0.3494505372759428,0.3494505372759428,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
368,0.0,0.3475536651219202,0.3475536651219202,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
145,0.125,0.5818031659922842,0.5818031659922842,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
492,0.0,0.5528013511027754,0.5528013511027754,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
434,0.125,0.6475482867996225,0.6475482867996225,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
252,0.0,0.5313325505056177,0.5313325505056177,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
11,0.0,0.5313325505056177,0.5313325505056177,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
395,0.0,0.348390182281133,0.348390182281133,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
144,0.0,0.40470470937773706,0.40470470937773706,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
857,0.0,0.5313325505056177,0.5313325505056177,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
453,0.125,0.7212027531446068,0.7212027531446068,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
501,0.0,0.3475536651219202,0.3475536651219202,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
167,0.125,0.5389979395502239,0.5389979395502239,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
452,0.0,0.5381641153575258,0.5381641153575258,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
203,0.0,0.33763919258513786,0.33763919258513786,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
630,0.0,0.5502375707421462,0.5502375707421462,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
105,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
694,0.0,0.5313325505056177,0.5313325505056177,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
469,0.25,0.4820708903996448,0.4820708903996448,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
776,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
418,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
551,0.0,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
782,0.0,0.5502375707421462,0.5502375707421462,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
242,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
241,0.125,0.4491904349236085,0.4491904349236085,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
654,0.0,0.32810766862723467,0.32810766862723467,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
749,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
343,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
233,0.5,0.5572534209632187,0.5572534209632187,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
236,0.125,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
667,0.0,0.34801082050793586,0.34801082050793586,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
509,0.0,0.6492173620225161,0.6492173620225161,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
525,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
324,1.0,0.682002570512027,0.682002570512027,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
461,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
616,0.125,0.43813551021220537,0.43813551021220537,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
530,0.125,0.5281013477114938,0.5281013477114938,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
474,0.0,0.3818368689483545,0.3818368689483545,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
658,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
861,0.125,0.40470470937773706,0.40470470937773706,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
561,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
750,0.125,0.5092286357428653,0.5092286357428653,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
656,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
278,0.5,0.5456498136790771,0.5456498136790771,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
875,0.0,0.33763919258513786,0.33763919258513786,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
48,0.25,0.5001585548138242,0.5001585548138242,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
451,0.125,0.48757823439877934,0.48757823439877934,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
560,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
200,0.0,0.37676756853227744,0.37676756853227744,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
400,0.0,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
407,0.125,0.47799919815831027,0.47799919815831027,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
671,0.125,0.6361712049470615,0.6361712049470615,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
71,0.625,0.6199594201430055,0.6199594201430055,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
646,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
508,0.0,0.5060255577752875,0.5060255577752875,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
187,0.0,0.5313325505056177,0.5313325505056177,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
690,0.125,0.6506163725193498,0.6506163725193498,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
633,0.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
528,0.0,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
285,0.0,0.36344855811683735,0.36344855811683735,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
846,1.0,0.682002570512027,0.682002570512027,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
409,0.375,0.5249047780663141,0.5249047780663141,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
85,0.375,0.4525537667382542,0.4525537667382542,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
692,0.0,0.6492173620225161,0.6492173620225161,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
216,0.0,0.3507266966124076,0.3507266966124076,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
99,0.125,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
699,0.0,0.34571188790034396,0.34571188790034396,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
801,0.125,0.529578158664277,0.529578158664277,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
756,0.0,0.348390182281133,0.348390182281133,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
766,0.0,0.593465328263533,0.593465328263533,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
727,0.0,0.34732459738582777,0.34732459738582777,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
463,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
563,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
161,0.0,0.4515999969334424,0.4515999969334424,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
499,0.0,0.348390182281133,0.348390182281133,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
225,0.0,0.37446202006332885,0.37446202006332885,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
364,0.125,0.4491904349236085,0.4491904349236085,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
14,0.0,0.3494505372759428,0.3494505372759428,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
734,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
813,0.5,0.556695873257052,0.556695873257052,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
832,0.0,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
540,0.0,0.6852624183133631,0.6852624183133631,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
181,0.0,0.44475975113808713,0.44475975113808713,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
98,0.0,0.5092286357428653,0.5092286357428653,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
194,0.0,0.5380012918108712,0.5380012918108712,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
232,0.0,0.42848647040443827,0.42848647040443827,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
478,0.0,0.3433005296109263,0.3433005296109263,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
365,0.0,0.3381254838661527,0.3381254838661527,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
42,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
108,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
713,0.0,0.37651251911406697,0.37651251911406697,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
729,0.125,0.3507266966124076,0.3507266966124076,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
567,0.0,0.495831873839879,0.495831873839879,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
672,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
807,0.0,0.34801082050793586,0.34801082050793586,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
598,0.0,0.33763919258513786,0.33763919258513786,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
629,0.0,0.34724755706710003,0.34724755706710003,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
589,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
498,0.125,0.8055694580427181,0.8055694580427181,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
732,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
706,0.0,0.42848647040443827,0.42848647040443827,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
432,0.125,0.5281013477114938,0.5281013477114938,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
293,0.0,0.3665280799528062,0.3665280799528062,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
132,0.125,0.43917261968469046,0.43917261968469046,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
661,0.0,0.33763919258513786,0.33763919258513786,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
282,0.0,0.37676756853227744,0.37676756853227744,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
404,0.0,0.36344855811683735,0.36344855811683735,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
81,0.0,0.37676756853227744,0.37676756853227744,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
83,0.0,0.6206270580010311,0.6206270580010311,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
425,0.0,0.3381254838661527,0.3381254838661527,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
855,0.0,0.37446202006332885,0.37446202006332885,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
157,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
92,0.125,0.6617541548663702,0.6617541548663702,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
257,0.0,0.7165034463969724,0.7165034463969724,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
742,0.25,0.8930704502718891,0.8930704502718891,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
823,0.0,0.4167393940590734,0.4167393940590734,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
558,0.125,0.7034412659259898,0.7034412659259898,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
559,0.125,0.46665425915215614,0.46665425915215614,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
325,0.0,0.7879131248438109,0.7879131248438109,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146,0.0,0.348390182281133,0.348390182281133,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
860,0.25,0.4350713376474861,0.4350713376474861,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
757,0.0,0.40470470937773706,0.40470470937773706,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
329,0.0,0.6532989635355536,0.6532989635355536,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
746,0.125,0.48972878851532287,0.48972878851532287,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
574,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
374,0.375,0.495831873839879,0.495831873839879,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
438,0.125,0.8934502391534316,0.8934502391534316,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
135,0.0,0.444717815558286,0.444717815558286,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
4,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
480,0.625,0.6199594201430055,0.6199594201430055,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
733,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
566,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
392,0.25,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
133,0.125,0.5281013477114938,0.5281013477114938,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
735,0.0,0.45491364524217526,0.45491364524217526,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
468,0.0,0.3470952017072668,0.3470952017072668,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
751,0.0,0.4167393940590734,0.4167393940590734,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
119,0.5,0.556695873257052,0.556695873257052,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
147,0.25,0.5713912159474593,0.5713912159474593,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
115,0.0,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
172,0.125,0.3999337912742492,0.3999337912742492,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
470,0.0,0.3381254838661527,0.3381254838661527,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
217,0.125,0.5339286391341468,0.5339286391341468,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
707,0.0,0.5297985110081133,0.5297985110081133,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
874,0.125,0.5157696604351928,0.5157696604351928,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
721,0.125,0.33427676989048954,0.33427676989048954,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
866,0.125,0.4323977515277898,0.4323977515277898,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
64,0.0,0.5380012918108712,0.5380012918108712,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
515,0.0,0.5697787630490322,0.5697787630490322,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
289,0.0,0.3475536651219202,0.3475536651219202,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
223,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
700,0.125,0.8703280791561688,0.8703280791561688,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
564,0.0,0.35295528405484916,0.35295528405484916,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
689,0.0,0.8585559919103045,0.8585559919103045,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
871,0.125,0.6378379970302275,0.6378379970302275,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
607,0.0,0.5528013511027754,0.5528013511027754,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
340,0.125,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
642,0.375,0.5389979395502239,0.5389979395502239,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
397,0.0,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
89,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
202,0.0,0.32276390619844325,0.32276390619844325,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
806,0.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
677,0.0,0.3818989540802477,0.3818989540802477,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
183,0.25,0.5910796833899636,0.5910796833899636,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
206,0.125,0.4525537667382542,0.4525537667382542,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
284,0.0,0.5281013477114938,0.5281013477114938,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
326,0.0,0.31714501737309336,0.31714501737309336,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
744,0.0,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
348,0.125,0.45302853109775937,0.45302853109775937,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
695,0.0,0.42848647040443827,0.42848647040443827,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
881,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
879,0.0,0.710264100162358,0.710264100162358,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
862,0.0,0.5276806297112894,0.5276806297112894,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
888,0.125,0.5122051830222119,0.5122051830222119,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
624,0.0,0.45491364524217526,0.45491364524217526,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
19,0.0,0.33763919258513786,0.33763919258513786,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
